"id","appno","tmappliedfor","created_at","updated_at"
"936","3135206","CLEANPOINT","2016-05-10 12:58:46","2016-05-10 12:58:46"
"937","3135209","TVK","2016-05-10 12:58:46","2016-05-10 12:58:46"
"938","3135210","THAVAKKAL","2016-05-10 12:58:46","2016-05-10 12:58:46"
"939","3135214","PEEVEES","2016-05-10 12:58:46","2016-05-10 12:58:46"
"940","3135276","","2016-05-10 12:58:46","2016-05-10 12:58:46"
"941","3135280","","2016-05-10 12:58:47","2016-05-10 12:58:47"
"942","3135283","","2016-05-10 12:58:47","2016-05-10 12:58:47"
"943","3135783","FCOM","2016-05-10 12:58:47","2016-05-10 12:58:47"
"944","3135788","LEEDS","2016-05-10 12:58:47","2016-05-10 12:58:47"
"945","3135848","","2016-05-10 12:58:47","2016-05-10 12:58:47"
"946","3135984","GUNDUSPA","2016-05-10 12:58:47","2016-05-10 12:58:47"
"947","3135985","FOA Knowledge-Processing-Wisdom","2016-05-10 12:58:47","2016-05-10 12:58:47"
"948","3135989","AVANT","2016-05-10 12:58:47","2016-05-10 12:58:47"
"949","3136232","K B","2016-05-10 12:58:47","2016-05-10 12:58:47"
"950","3136272","AR ARROWS","2016-05-10 12:58:47","2016-05-10 12:58:47"
"951","3136276","GrandMark A gentle touch.A grandmark.","2016-05-10 12:58:47","2016-05-10 12:58:47"
"952","3136281","JJ Marbles & Granites","2016-05-10 12:58:47","2016-05-10 12:58:47"
"953","3136290","Ammas Oven","2016-05-10 12:58:47","2016-05-10 12:58:47"
"954","3136294","Z JEANS Dressing the Man","2016-05-10 12:58:47","2016-05-10 12:58:47"
"955","3136459","cherukunnel Nursery","2016-05-10 12:58:47","2016-05-10 12:58:47"
"956","3136473","All good Things","2016-05-10 12:58:47","2016-05-10 12:58:47"
"957","3136508","Basic Cotton Souk","2016-05-10 12:58:47","2016-05-10 12:58:47"
"958","3136594","ad.india advertising","2016-05-10 12:58:47","2016-05-10 12:58:47"
"959","3136597","Vastraanjali","2016-05-10 12:58:47","2016-05-10 12:58:47"
"960","3136598","Brand for Less","2016-05-10 12:58:47","2016-05-10 12:58:47"
"961","3136600","GRANDEUR","2016-05-10 12:58:47","2016-05-10 12:58:47"
"962","3136604","Complete Auto Lifestyle store","2016-05-10 12:58:48","2016-05-10 12:58:48"
"963","3136610","Stone Vantage","2016-05-10 12:58:48","2016-05-10 12:58:48"
"964","3136612","Ann FOOD COURT","2016-05-10 12:58:48","2016-05-10 12:58:48"
"965","3136634","Bread n Butter","2016-05-10 12:58:48","2016-05-10 12:58:48"
"966","3136640","Collections Retail","2016-05-10 12:58:48","2016-05-10 12:58:48"
"967","3136716","NASCO","2016-05-10 12:58:48","2016-05-10 12:58:48"
"968","3136722","Rettina Media Support","2016-05-10 12:58:48","2016-05-10 12:58:48"
"969","3136806","A ARETE HEALTHCARE","2016-05-10 12:58:48","2016-05-10 12:58:48"
"970","3136810","ORIEnTALMETALS India Pvt.Ltd","2016-05-10 12:58:48","2016-05-10 12:58:48"
"971","3136812","NYLE WOMENS&CHILDREN'S SUPER SPECIALITY HOSPITAL","2016-05-10 12:58:48","2016-05-10 12:58:48"
"972","3136820","ABHILASH Bed & Furniture Mall","2016-05-10 12:58:48","2016-05-10 12:58:48"
"973","3136950","TASS & HAMJITH","2016-05-10 12:58:48","2016-05-10 12:58:48"
"974","3137186","PopKon REATIVES","2016-05-10 12:58:48","2016-05-10 12:58:48"
"975","3137188","BODY FITNESS SOLUTIONS","2016-05-10 12:58:48","2016-05-10 12:58:48"
"976","3137191","Fisa","2016-05-10 12:58:48","2016-05-10 12:58:48"
"977","3137195","TMS Techno Max Solutions","2016-05-10 12:58:48","2016-05-10 12:58:48"
"978","3137198","FONEZ","2016-05-10 12:58:49","2016-05-10 12:58:49"
"979","3137227","DYD Design Your Dreams BOUTIQUE","2016-05-10 12:58:49","2016-05-10 12:58:49"
"980","3137228","Dazzles COLLECTIONS","2016-05-10 12:58:49","2016-05-10 12:58:49"
"981","3137285","TWH Taste Well Healthy Food Products","2016-05-10 12:58:49","2016-05-10 12:58:49"
"982","3137292","SINCE 1984 KERALA ELECTRICALS (DEVICE OF KE)","2016-05-10 12:58:49","2016-05-10 12:58:49"
"983","3137643","Loomsberry","2016-05-10 12:58:49","2016-05-10 12:58:49"
"984","3137668","PACHAA","2016-05-10 12:58:49","2016-05-10 12:58:49"
"985","3138451","MAGIC COLOURS MOVIE MAKERS","2016-05-10 12:58:49","2016-05-10 12:58:49"
"986","3138567","Bezt Search - World Changes to Bezt","2016-05-10 12:58:49","2016-05-10 12:58:49"
"987","3138841","CHILANKA JEWELLERS","2016-05-10 12:58:49","2016-05-10 12:58:49"
"988","3138998","MOZAIK","2016-05-10 12:58:49","2016-05-10 12:58:49"
"989","3139011","Entekrishi","2016-05-10 12:58:49","2016-05-10 12:58:49"
"990","3139134","I FIX TECHNOLOGIES","2016-05-10 12:58:49","2016-05-10 12:58:49"
"991","3139943","EVENZA","2016-05-10 12:58:49","2016-05-10 12:58:49"
"992","3139984","dailySouq","2016-05-10 12:58:49","2016-05-10 12:58:49"
"993","3140269","WinsIndia Forging the Future","2016-05-10 12:58:49","2016-05-10 12:58:49"
"994","3140277","YOKSHIRE","2016-05-10 12:58:49","2016-05-10 12:58:49"
"995","3140439","FarmLe","2016-05-10 12:58:50","2016-05-10 12:58:50"
"996","3140441","ZARAZ","2016-05-10 12:58:50","2016-05-10 12:58:50"
"997","3140444","CEXON","2016-05-10 12:58:50","2016-05-10 12:58:50"
"998","3140445","HANBAAZ (WITH DEVICE)","2016-05-10 12:58:50","2016-05-10 12:58:50"
"999","3140451","ayur leaf","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1000","3140452","Seven Nine 7 9","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1001","3141462","BASE","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1002","3142047","Finpal","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1003","3142050","SnCO INTERNAL CONTROL ACCOUNTING AND TAX CONSULTANT","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1004","3142998","JOGGER","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1005","3143337","K.C.PAPPU SONS","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1006","3143678","SHARP AND SCORE","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1007","3143908","ATL Avenue Trade Links","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1008","3144254","iTRUTH solutions","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1009","3144497","AMICUS","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1010","3144742","WHYLETZ   BRAND THE CHANGE","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1011","3145329","JAIN STRUCTURALS","2016-05-10 12:58:50","2016-05-10 12:58:50"
"1012","3147951","CHOUTA","2016-05-10 12:58:50","2016-05-10 12:58:50"
